M00985	V$STRA13_01	20893	Bhlhb2
M00987	V$FOXP1_01	108655	Foxp1
M00991	V$CDX_Q5	12590	Cdx1
M00991	V$CDX_Q5	12591	Cdx2
M00992	V$FOXP3_Q4	20371	Foxp3
M00993	V$TAL1_Q6	21349	Tal1
M00997	V$DEC_Q1	20893	Bhlhb2
M00997	V$DEC_Q1	79362	Bhlhb3
M00998	V$PBX_Q3	18514	Pbx1
M00998	V$PBX_Q3	18515	Pbx2
M00998	V$PBX_Q3	18516	Pbx3
M00998	V$PBX_Q3	18771	Pknox1
M01003	V$HELIOSA_01	22779	Ikzf2
M01004	V$HELIOSA_02	22779	Ikzf2
M01007	V$SRF_Q5_02	20807	Srf
M01008	V$EBOX_Q6	15110	Hand1
M01008	V$EBOX_Q6	15111	Hand2
M01008	V$EBOX_Q6	17119	Mxd1
M01008	V$EBOX_Q6	17121	Mxd3
M01008	V$EBOX_Q6	17122	Mxd4
M01008	V$EBOX_Q6	17172	Ascl1
M01008	V$EBOX_Q6	17342	Mitf
M01008	V$EBOX_Q6	17869	Myc
M01008	V$EBOX_Q6	17877	Myf5
M01008	V$EBOX_Q6	17878	Myf6
M01008	V$EBOX_Q6	17927	Myod1
M01008	V$EBOX_Q6	17928	Myog
M01008	V$EBOX_Q6	18071	Nhlh1
M01008	V$EBOX_Q6	18109	Mycn
M01008	V$EBOX_Q6	20893	Bhlhb2
M01008	V$EBOX_Q6	209446	Tcfe3
M01008	V$EBOX_Q6	21349	Tal1
M01008	V$EBOX_Q6	21350	Tal2
M01008	V$EBOX_Q6	21406	Tcf12
M01008	V$EBOX_Q6	21423	Tcfe2a
M01008	V$EBOX_Q6	22278	Usf1
M01008	V$EBOX_Q6	22282	Usf2
M01008	V$EBOX_Q6	79362	Bhlhb3
M01009	V$HES1_Q2	15205	Hes1
M01010	V$HMGIY_Q3	15361	Hmga1
M01010	V$HMGIY_Q3	15364	Hmga2
M01011	V$HNF1_Q6_01	21405	Hnf1a
M01011	V$HNF1_Q6_01	21410	Hnf1b
M01012	V$HNF3_Q6_01	15375	Foxa1
M01012	V$HNF3_Q6_01	15376	Foxa2
M01012	V$HNF3_Q6_01	15377	Foxa3
M01013	V$IPF1_Q4_01	18609	Pdx1
M01014	V$SOX_Q6	20668	Sox13
M01014	V$SOX_Q6	20670	Sox15
M01014	V$SOX_Q6	20672	Sox18
M01014	V$SOX_Q6	20674	Sox2
M01014	V$SOX_Q6	20677	Sox4
M01014	V$SOX_Q6	20678	Sox5
M01014	V$SOX_Q6	20679	Sox6
M01014	V$SOX_Q6	20682	Sox9
M01014	V$SOX_Q6	21674	Sry
